QID	title	coordinates	genreLabel	countryOriginLabel	pubDate	long	lat
Q732022	Mr. Nobody	Point(2.0 47.0)	arthouse science fiction film	France	2010-07-16	2.0	47.0
Q732022	Mr. Nobody	Point(4.668055555 50.641111111)	comedy film	Belgium	2010-07-16	4.668055555	50.641111111
Q732022	Mr. Nobody	Point(4.668055555 50.641111111)	science fiction film	Belgium	2010-07-16	4.668055555	50.641111111
Q732022	Mr. Nobody	Point(10.0 51.0)	romance film	Germany	2010-07-08	10.0	51.0
Q732022	Mr. Nobody	Point(2.0 47.0)	drama film	France	2010-08-26	2.0	47.0
Q732022	Mr. Nobody	Point(2.0 47.0)	fantasy film	France	2010-08-26	2.0	47.0
Q732022	Mr. Nobody	Point(2.0 47.0)	romance film	France	2010-07-16	2.0	47.0
Q732022	Mr. Nobody	Point(10.0 51.0)	drama film	Germany	2010-07-16	10.0	51.0
Q732022	Mr. Nobody	Point(10.0 51.0)	fantasy film	Germany	2010-07-16	10.0	51.0
Q732022	Mr. Nobody	Point(-109.0 56.0)	drama film	Canada	2010-07-16	-109.0	56.0
Q732022	Mr. Nobody	Point(-109.0 56.0)	fantasy film	Canada	2010-07-16	-109.0	56.0
Q732022	Mr. Nobody	Point(2.0 47.0)	arthouse science fiction film	France	2010-07-08	2.0	47.0
Q732022	Mr. Nobody	Point(10.0 51.0)	arthouse science fiction film	Germany	2010-08-26	10.0	51.0
Q732022	Mr. Nobody	Point(-109.0 56.0)	arthouse science fiction film	Canada	2010-08-26	-109.0	56.0
Q732022	Mr. Nobody	Point(2.0 47.0)	comedy film	France	2010-07-16	2.0	47.0
Q732022	Mr. Nobody	Point(4.668055555 50.641111111)	drama film	Belgium	2010-07-16	4.668055555	50.641111111
Q732022	Mr. Nobody	Point(4.668055555 50.641111111)	fantasy film	Belgium	2010-07-16	4.668055555	50.641111111
Q732022	Mr. Nobody	Point(2.0 47.0)	science fiction film	France	2010-07-16	2.0	47.0
Q732022	Mr. Nobody	Point(4.668055555 50.641111111)	arthouse science fiction film	Belgium	2010-08-26	4.668055555	50.641111111
Q732022	Mr. Nobody	Point(2.0 47.0)	romance film	France	2010-07-08	2.0	47.0
Q732022	Mr. Nobody	Point(10.0 51.0)	romance film	Germany	2010-08-26	10.0	51.0
Q732022	Mr. Nobody	Point(-109.0 56.0)	romance film	Canada	2010-08-26	-109.0	56.0
Q732022	Mr. Nobody	Point(10.0 51.0)	comedy film	Germany	2010-08-26	10.0	51.0
Q732022	Mr. Nobody	Point(4.668055555 50.641111111)	romance film	Belgium	2010-08-26	4.668055555	50.641111111
Q732022	Mr. Nobody	Point(-109.0 56.0)	comedy film	Canada	2010-08-26	-109.0	56.0
Q732022	Mr. Nobody	Point(2.0 47.0)	drama film	France	2010-07-16	2.0	47.0
Q732022	Mr. Nobody	Point(2.0 47.0)	fantasy film	France	2010-07-16	2.0	47.0
Q732022	Mr. Nobody	Point(10.0 51.0)	science fiction film	Germany	2010-08-26	10.0	51.0
Q732022	Mr. Nobody	Point(-109.0 56.0)	science fiction film	Canada	2010-08-26	-109.0	56.0
Q732022	Mr. Nobody	Point(2.0 47.0)	arthouse science fiction film	France	2010-08-26	2.0	47.0
Q732022	Mr. Nobody	Point(4.668055555 50.641111111)	comedy film	Belgium	2010-08-26	4.668055555	50.641111111
Q732022	Mr. Nobody	Point(4.668055555 50.641111111)	science fiction film	Belgium	2010-08-26	4.668055555	50.641111111
Q732022	Mr. Nobody	Point(10.0 51.0)	arthouse science fiction film	Germany	2010-07-16	10.0	51.0
Q732022	Mr. Nobody	Point(-109.0 56.0)	arthouse science fiction film	Canada	2010-07-16	-109.0	56.0
Q222018	Total Recall	Point(-98.5795 39.828175)	action film	United States	1990-01-01	-98.5795	39.828175
Q222018	Total Recall	Point(-98.5795 39.828175)	dystopian film	United States	1990-01-01	-98.5795	39.828175
Q222018	Total Recall	Point(-102.0 23.0)	cyberpunk	Mexico	1990-01-01	-102.0	23.0
Q222018	Total Recall	Point(-98.5795 39.828175)	speculative fiction film	United States	1990-01-01	-98.5795	39.828175
Q222018	Total Recall	Point(-102.0 23.0)	action film	Mexico	1990-01-01	-102.0	23.0
Q222018	Total Recall	Point(-102.0 23.0)	dystopian film	Mexico	1990-01-01	-102.0	23.0
Q222018	Total Recall	Point(-98.5795 39.828175)	film based on literature	United States	1990-01-01	-98.5795	39.828175
Q222018	Total Recall	Point(-102.0 23.0)	speculative fiction film	Mexico	1990-01-01	-102.0	23.0
Q222018	Total Recall	Point(-98.5795 39.828175)	adventure film	United States	1990-01-01	-98.5795	39.828175
Q222018	Total Recall	Point(-98.5795 39.828175)	science fiction film	United States	1990-01-01	-98.5795	39.828175
Q222018	Total Recall	Point(-102.0 23.0)	film based on literature	Mexico	1990-01-01	-102.0	23.0
Q222018	Total Recall	Point(-98.5795 39.828175)	cyberpunk	United States	1990-01-01	-98.5795	39.828175
Q222018	Total Recall	Point(-102.0 23.0)	adventure film	Mexico	1990-01-01	-102.0	23.0
Q222018	Total Recall	Point(-102.0 23.0)	science fiction film	Mexico	1990-01-01	-102.0	23.0
Q1784288	Invisible Man	Point(-2.0 54.6)	bildungsroman	United Kingdom	1953-01-01	-2.0	54.6
Q1784288	Invisible Man	Point(-2.0 54.6)	bildungsroman	United Kingdom	1952-04-14	-2.0	54.6
Q1784288	Invisible Man	Point(-98.5795 39.828175)	African American literature	United States	1953-01-01	-98.5795	39.828175
Q1784288	Invisible Man	Point(-98.5795 39.828175)	social novel	United States	1953-01-01	-98.5795	39.828175
Q1784288	Invisible Man	Point(-98.5795 39.828175)	African American literature	United States	1952-04-14	-98.5795	39.828175
Q1784288	Invisible Man	Point(-98.5795 39.828175)	social novel	United States	1952-04-14	-98.5795	39.828175
Q1784288	Invisible Man	Point(-98.5795 39.828175)	science fiction	United States	1953-01-01	-98.5795	39.828175
Q1784288	Invisible Man	Point(-98.5795 39.828175)	science fiction	United States	1952-04-14	-98.5795	39.828175
Q1784288	Invisible Man	Point(-2.0 54.6)	African American literature	United Kingdom	1953-01-01	-2.0	54.6
Q1784288	Invisible Man	Point(-2.0 54.6)	social novel	United Kingdom	1953-01-01	-2.0	54.6
Q1784288	Invisible Man	Point(-2.0 54.6)	African American literature	United Kingdom	1952-04-14	-2.0	54.6
Q1784288	Invisible Man	Point(-2.0 54.6)	social novel	United Kingdom	1952-04-14	-2.0	54.6
Q1784288	Invisible Man	Point(-98.5795 39.828175)	autobiographical novel	United States	1953-01-01	-98.5795	39.828175
Q1784288	Invisible Man	Point(-2.0 54.6)	science fiction	United Kingdom	1953-01-01	-2.0	54.6
Q1784288	Invisible Man	Point(-98.5795 39.828175)	autobiographical novel	United States	1952-04-14	-98.5795	39.828175
Q1784288	Invisible Man	Point(-2.0 54.6)	science fiction	United Kingdom	1952-04-14	-2.0	54.6
Q1784288	Invisible Man	Point(-2.0 54.6)	autobiographical novel	United Kingdom	1953-01-01	-2.0	54.6
Q1784288	Invisible Man	Point(-2.0 54.6)	autobiographical novel	United Kingdom	1952-04-14	-2.0	54.6
Q1784288	Invisible Man	Point(-98.5795 39.828175)	bildungsroman	United States	1953-01-01	-98.5795	39.828175
Q1784288	Invisible Man	Point(-98.5795 39.828175)	bildungsroman	United States	1952-04-14	-98.5795	39.828175
Q8265	Dream of the Red Chamber	Point(103.0 38.0)	family saga	Qing dynasty	1868-01-01	103.0	38.0
Q8265	Dream of the Red Chamber	Point(103.0 38.0)	zhanghui novel	Qing dynasty	1868-01-01	103.0	38.0
Q8265	Dream of the Red Chamber	Point(103.0 38.0)	family saga	Qing dynasty	1800-01-01	103.0	38.0
Q8265	Dream of the Red Chamber	Point(103.0 38.0)	zhanghui novel	Qing dynasty	1800-01-01	103.0	38.0
Q8265	Dream of the Red Chamber	Point(103.0 38.0)	family saga	Qing dynasty	1792-01-01	103.0	38.0
Q8265	Dream of the Red Chamber	Point(103.0 38.0)	xiaoshuo	Qing dynasty	1868-01-01	103.0	38.0
Q8265	Dream of the Red Chamber	Point(103.0 38.0)	zhanghui novel	Qing dynasty	1792-01-01	103.0	38.0
Q8265	Dream of the Red Chamber	Point(103.0 38.0)	xiaoshuo	Qing dynasty	1800-01-01	103.0	38.0
Q8265	Dream of the Red Chamber	Point(103.0 38.0)	xiaoshuo	Qing dynasty	1792-01-01	103.0	38.0
Q62595383	Promising Young Woman	Point(-2.0 54.6)	drama film	United Kingdom	2021-05-20	-2.0	54.6
Q62595383	Promising Young Woman	Point(-2.0 54.6)	thriller film	United Kingdom	2020-01-01	-2.0	54.6
Q62595383	Promising Young Woman	Point(-98.5795 39.828175)	black comedy	United States	2021-05-20	-98.5795	39.828175
Q62595383	Promising Young Woman	Point(-2.0 54.6)	crime film	United Kingdom	2021-05-20	-2.0	54.6
Q62595383	Promising Young Woman	Point(-2.0 54.6)	vigilante film	United Kingdom	2021-05-20	-2.0	54.6
Q62595383	Promising Young Woman	Point(-98.5795 39.828175)	thriller film	United States	2020-04-24	-98.5795	39.828175
Q62595383	Promising Young Woman	Point(-98.5795 39.828175)	drama film	United States	2020-01-01	-98.5795	39.828175
Q62595383	Promising Young Woman	Point(-2.0 54.6)	rape and revenge film	United Kingdom	2020-01-01	-2.0	54.6
Q62595383	Promising Young Woman	Point(-98.5795 39.828175)	crime film	United States	2020-01-01	-98.5795	39.828175
Q62595383	Promising Young Woman	Point(-98.5795 39.828175)	vigilante film	United States	2020-01-01	-98.5795	39.828175
Q62595383	Promising Young Woman	Point(-2.0 54.6)	black comedy	United Kingdom	2021-05-20	-2.0	54.6
Q62595383	Promising Young Woman	Point(-98.5795 39.828175)	rape and revenge film	United States	2020-04-24	-98.5795	39.828175
Q62595383	Promising Young Woman	Point(-2.0 54.6)	thriller film	United Kingdom	2020-04-24	-2.0	54.6
Q62595383	Promising Young Woman	Point(-98.5795 39.828175)	drama film	United States	2021-08-19	-98.5795	39.828175
Q62595383	Promising Young Woman	Point(-2.0 54.6)	drama film	United Kingdom	2020-01-01	-2.0	54.6
Q62595383	Promising Young Woman	Point(-98.5795 39.828175)	black comedy	United States	2020-01-01	-98.5795	39.828175
Q62595383	Promising Young Woman	Point(-2.0 54.6)	crime film	United Kingdom	2020-01-01	-2.0	54.6
Q62595383	Promising Young Woman	Point(-2.0 54.6)	vigilante film	United Kingdom	2020-01-01	-2.0	54.6
Q62595383	Promising Young Woman	Point(-98.5795 39.828175)	thriller film	United States	2021-05-20	-98.5795	39.828175
Q62595383	Promising Young Woman	Point(-98.5795 39.828175)	drama film	United States	2020-04-24	-98.5795	39.828175
Q62595383	Promising Young Woman	Point(-2.0 54.6)	rape and revenge film	United Kingdom	2020-04-24	-2.0	54.6
Q62595383	Promising Young Woman	Point(-98.5795 39.828175)	crime film	United States	2020-04-24	-98.5795	39.828175
Q62595383	Promising Young Woman	Point(-98.5795 39.828175)	vigilante film	United States	2020-04-24	-98.5795	39.828175
Q62595383	Promising Young Woman	Point(-98.5795 39.828175)	black comedy	United States	2021-08-19	-98.5795	39.828175
Q62595383	Promising Young Woman	Point(-2.0 54.6)	black comedy	United Kingdom	2020-01-01	-2.0	54.6
Q62595383	Promising Young Woman	Point(-98.5795 39.828175)	rape and revenge film	United States	2021-05-20	-98.5795	39.828175
Q62595383	Promising Young Woman	Point(-2.0 54.6)	thriller film	United Kingdom	2021-05-20	-2.0	54.6
Q62595383	Promising Young Woman	Point(-2.0 54.6)	drama film	United Kingdom	2020-04-24	-2.0	54.6
Q62595383	Promising Young Woman	Point(-98.5795 39.828175)	black comedy	United States	2020-04-24	-98.5795	39.828175
Q62595383	Promising Young Woman	Point(-2.0 54.6)	crime film	United Kingdom	2020-04-24	-2.0	54.6
Q62595383	Promising Young Woman	Point(-2.0 54.6)	vigilante film	United Kingdom	2020-04-24	-2.0	54.6
Q62595383	Promising Young Woman	Point(-2.0 54.6)	black comedy	United Kingdom	2021-08-19	-2.0	54.6
Q62595383	Promising Young Woman	Point(-98.5795 39.828175)	drama film	United States	2021-05-20	-98.5795	39.828175
Q62595383	Promising Young Woman	Point(-98.5795 39.828175)	thriller film	United States	2020-01-01	-98.5795	39.828175
Q62595383	Promising Young Woman	Point(-2.0 54.6)	rape and revenge film	United Kingdom	2021-05-20	-2.0	54.6
Q62595383	Promising Young Woman	Point(-98.5795 39.828175)	crime film	United States	2021-05-20	-98.5795	39.828175
Q62595383	Promising Young Woman	Point(-98.5795 39.828175)	vigilante film	United States	2021-05-20	-98.5795	39.828175
Q62595383	Promising Young Woman	Point(-2.0 54.6)	black comedy	United Kingdom	2020-04-24	-2.0	54.6
Q62595383	Promising Young Woman	Point(-98.5795 39.828175)	rape and revenge film	United States	2020-01-01	-98.5795	39.828175
Q62595383	Promising Young Woman	Point(-98.5795 39.828175)	rape and revenge film	United States	2021-08-19	-98.5795	39.828175
Q62595383	Promising Young Woman	Point(-2.0 54.6)	thriller film	United Kingdom	2021-08-19	-2.0	54.6
Q62595383	Promising Young Woman	Point(-2.0 54.6)	rape and revenge film	United Kingdom	2021-08-19	-2.0	54.6
Q62595383	Promising Young Woman	Point(-98.5795 39.828175)	crime film	United States	2021-08-19	-98.5795	39.828175
Q62595383	Promising Young Woman	Point(-98.5795 39.828175)	vigilante film	United States	2021-08-19	-98.5795	39.828175
Q62595383	Promising Young Woman	Point(-2.0 54.6)	drama film	United Kingdom	2021-08-19	-2.0	54.6
Q62595383	Promising Young Woman	Point(-2.0 54.6)	crime film	United Kingdom	2021-08-19	-2.0	54.6
Q62595383	Promising Young Woman	Point(-2.0 54.6)	vigilante film	United Kingdom	2021-08-19	-2.0	54.6
Q62595383	Promising Young Woman	Point(-98.5795 39.828175)	thriller film	United States	2021-08-19	-98.5795	39.828175
Q3990982	Thyestes	Point(12.48 41.89)	Roman tragedy	Ancient Rome		12.48	41.89
Q240617	Père Goriot	Point(2.0 47.0)	historical fiction	France	1835-03-01	2.0	47.0
Q2904743	Narrative of the Life of Frederick Douglass, An American Slave	Point(-98.5795 39.828175)	autobiography	United States	1845-01-01	-98.5795	39.828175
Q428680	Fun Home	Point(-98.5795 39.828175)	graphic novel	United States	2006-06-08	-98.5795	39.828175
Q428680	Fun Home	Point(-98.5795 39.828175)	autobiographical comics	United States	2006-06-08	-98.5795	39.828175
Q428680	Fun Home	Point(-98.5795 39.828175)	gay comics	United States	2006-06-08	-98.5795	39.828175
Q184222	The Metamorphosis	Point(16.365 48.2075)	body horror literature	Austria-Hungary	1915-01-01	16.365	48.2075
Q184222	The Metamorphosis	Point(16.365 48.2075)	absurdist literature	Austria-Hungary	1915-10-01	16.365	48.2075
Q184222	The Metamorphosis	Point(14.0 48.0)	absurdist literature	Austria	1915-01-01	14.0	48.0
Q184222	The Metamorphosis	Point(14.0 48.0)	epic literature	Austria	1915-10-01	14.0	48.0
Q184222	The Metamorphosis	Point(16.365 48.2075)	epic literature	Austria-Hungary	1915-01-01	16.365	48.2075
Q184222	The Metamorphosis	Point(16.365 48.2075)	body horror literature	Austria-Hungary	1915-10-01	16.365	48.2075
Q184222	The Metamorphosis	Point(14.0 48.0)	body horror literature	Austria	1915-01-01	14.0	48.0
Q184222	The Metamorphosis	Point(14.0 48.0)	absurdist literature	Austria	1915-10-01	14.0	48.0
Q184222	The Metamorphosis	Point(16.365 48.2075)	absurdist literature	Austria-Hungary	1915-01-01	16.365	48.2075
Q184222	The Metamorphosis	Point(16.365 48.2075)	epic literature	Austria-Hungary	1915-10-01	16.365	48.2075
Q184222	The Metamorphosis	Point(14.0 48.0)	epic literature	Austria	1915-01-01	14.0	48.0
Q184222	The Metamorphosis	Point(14.0 48.0)	body horror literature	Austria	1915-10-01	14.0	48.0
Q178869	One Hundred Years of Solitude	Point(-64.0 -34.0)	magic realism	Argentina	1967-01-01	-64.0	-34.0
Q27959455	Roma	Point(-98.5795 39.828175)	drama film	United States	2018-11-29	-98.5795	39.828175
Q27959455	Roma	Point(-102.0 23.0)	drama film	Mexico	2018-12-12	-102.0	23.0
Q27959455	Roma	Point(-102.0 23.0)	drama film	Mexico	2018-12-07	-102.0	23.0
Q27959455	Roma	Point(-98.5795 39.828175)	drama film	United States	2018-09-10	-98.5795	39.828175
Q27959455	Roma	Point(-98.5795 39.828175)	drama film	United States	2018-08-31	-98.5795	39.828175
Q27959455	Roma	Point(-102.0 23.0)	drama film	Mexico	2018-09-13	-102.0	23.0
Q27959455	Roma	Point(-98.5795 39.828175)	drama film	United States	2018-12-06	-98.5795	39.828175
Q27959455	Roma	Point(-98.5795 39.828175)	drama film	United States	2018-11-21	-98.5795	39.828175
Q27959455	Roma	Point(-102.0 23.0)	drama film	Mexico	2018-11-29	-102.0	23.0
Q27959455	Roma	Point(-102.0 23.0)	drama film	Mexico	2018-09-10	-102.0	23.0
Q27959455	Roma	Point(-102.0 23.0)	drama film	Mexico	2018-08-31	-102.0	23.0
Q27959455	Roma	Point(-98.5795 39.828175)	drama film	United States	2018-12-03	-98.5795	39.828175
Q27959455	Roma	Point(-102.0 23.0)	drama film	Mexico	2018-12-06	-102.0	23.0
Q27959455	Roma	Point(-98.5795 39.828175)	drama film	United States	2018-08-30	-98.5795	39.828175
Q27959455	Roma	Point(-102.0 23.0)	drama film	Mexico	2018-11-21	-102.0	23.0
Q27959455	Roma	Point(-98.5795 39.828175)	drama film	United States	2018-12-05	-98.5795	39.828175
Q27959455	Roma	Point(-98.5795 39.828175)	drama film	United States	2018-11-30	-98.5795	39.828175
Q27959455	Roma	Point(-102.0 23.0)	drama film	Mexico	2018-12-03	-102.0	23.0
Q27959455	Roma	Point(-102.0 23.0)	drama film	Mexico	2018-08-30	-102.0	23.0
Q27959455	Roma	Point(-98.5795 39.828175)	drama film	United States	2018-12-12	-98.5795	39.828175
Q27959455	Roma	Point(-98.5795 39.828175)	drama film	United States	2018-12-07	-98.5795	39.828175
Q27959455	Roma	Point(-98.5795 39.828175)	drama film	United States	2018-09-13	-98.5795	39.828175
Q27959455	Roma	Point(-102.0 23.0)	drama film	Mexico	2018-12-05	-102.0	23.0
Q27959455	Roma	Point(-102.0 23.0)	drama film	Mexico	2018-11-30	-102.0	23.0
Q216006	Pan's Labyrinth	Point(-3.5 40.2)	cinematic fairy tale	Spain	2006-05-27	-3.5	40.2
Q216006	Pan's Labyrinth	Point(-3.5 40.2)	cinematic fairy tale	Spain	2007-01-19	-3.5	40.2
Q216006	Pan's Labyrinth	Point(-3.5 40.2)	cinematic fairy tale	Spain	2006-10-11	-3.5	40.2
Q216006	Pan's Labyrinth	Point(-3.5 40.2)	magic realist film	Spain	2006-05-27	-3.5	40.2
Q216006	Pan's Labyrinth	Point(-3.5 40.2)	magic realist film	Spain	2007-01-19	-3.5	40.2
Q216006	Pan's Labyrinth	Point(-3.5 40.2)	magic realist film	Spain	2006-10-11	-3.5	40.2
Q216006	Pan's Labyrinth	Point(-3.5 40.2)	drama film	Spain	2006-05-27	-3.5	40.2
Q216006	Pan's Labyrinth	Point(-3.5 40.2)	fantasy film	Spain	2006-05-27	-3.5	40.2
Q216006	Pan's Labyrinth	Point(-3.5 40.2)	drama film	Spain	2007-01-19	-3.5	40.2
Q216006	Pan's Labyrinth	Point(-3.5 40.2)	fantasy film	Spain	2007-01-19	-3.5	40.2
Q216006	Pan's Labyrinth	Point(-3.5 40.2)	drama film	Spain	2006-10-11	-3.5	40.2
Q216006	Pan's Labyrinth	Point(-3.5 40.2)	fantasy film	Spain	2006-10-11	-3.5	40.2
Q216006	Pan's Labyrinth	Point(-3.5 40.2)	cinematic fairy tale	Spain	2007-02-22	-3.5	40.2
Q216006	Pan's Labyrinth	Point(-3.5 40.2)	cinematic fairy tale	Spain	2006-12-29	-3.5	40.2
Q216006	Pan's Labyrinth	Point(-3.5 40.2)	cinematic fairy tale	Spain	2006-10-20	-3.5	40.2
Q216006	Pan's Labyrinth	Point(-3.5 40.2)	magic realist film	Spain	2007-02-22	-3.5	40.2
Q216006	Pan's Labyrinth	Point(-3.5 40.2)	magic realist film	Spain	2006-12-29	-3.5	40.2
Q216006	Pan's Labyrinth	Point(-3.5 40.2)	magic realist film	Spain	2006-10-20	-3.5	40.2
Q216006	Pan's Labyrinth	Point(-3.5 40.2)	drama film	Spain	2007-02-22	-3.5	40.2
Q216006	Pan's Labyrinth	Point(-3.5 40.2)	fantasy film	Spain	2007-02-22	-3.5	40.2
Q216006	Pan's Labyrinth	Point(-3.5 40.2)	drama film	Spain	2006-12-29	-3.5	40.2
Q216006	Pan's Labyrinth	Point(-3.5 40.2)	fantasy film	Spain	2006-12-29	-3.5	40.2
Q216006	Pan's Labyrinth	Point(-3.5 40.2)	drama film	Spain	2006-10-20	-3.5	40.2
Q216006	Pan's Labyrinth	Point(-3.5 40.2)	fantasy film	Spain	2006-10-20	-3.5	40.2
Q1777072	Like Water for Chocolate	Point(-102.0 23.0)	magic realism	Mexico	1989-01-01	-102.0	23.0
Q2279794	A Wild Sheep Chase	Point(136.0 35.0)	magic realist fiction	Japan	1982-10-15	136.0	35.0
Q2279794	A Wild Sheep Chase	Point(136.0 35.0)	surrealist fiction	Japan	1982-10-15	136.0	35.0
Q971767	Beloved	Point(-98.5795 39.828175)	magic realist fiction	United States	1987-09-01	-98.5795	39.828175
Q971767	Beloved	Point(-98.5795 39.828175)	historical fiction	United States	1987-09-01	-98.5795	39.828175
Q6467743	Labyrinths	Point(-98.5795 39.828175)	essay	United States	1962-01-01	-98.5795	39.828175
Q6467743	Labyrinths	Point(-98.5795 39.828175)	magic realist fiction	United States	1962-01-01	-98.5795	39.828175
Q178869	One Hundred Years of Solitude	Point(-64.0 -34.0)	magic realism	Argentina	1967-01-01	-64.0	-34.0
Q50282028	Becoming	Point(-98.5795 39.828175)	memoir	United States	2018-11-13	-98.5795	39.828175
Q2281600	The Autobiography of Malcolm X	Point(-98.5795 39.828175)	autobiography	United States	1965-01-01	-98.5795	39.828175
Q6945057	My Bondage and My Freedom	Point(-98.5795 39.828175)	autobiography	United States		-98.5795	39.828175
Q2268391	A Wrinkle in Time	Point(-98.5795 39.828175)	fantasy	United States	1962-01-01	-98.5795	39.828175
Q2268391	A Wrinkle in Time	Point(-98.5795 39.828175)	fantasy	United States	1963-01-01	-98.5795	39.828175
Q2268391	A Wrinkle in Time	Point(-98.5795 39.828175)	science fantasy	United States	1962-01-01	-98.5795	39.828175
Q2268391	A Wrinkle in Time	Point(-98.5795 39.828175)	science fiction	United States	1962-01-01	-98.5795	39.828175
Q2268391	A Wrinkle in Time	Point(-98.5795 39.828175)	science fantasy	United States	1963-01-01	-98.5795	39.828175
Q2268391	A Wrinkle in Time	Point(-98.5795 39.828175)	science fiction	United States	1963-01-01	-98.5795	39.828175
Q3221351	The Calcutta Chromosome	Point(83.0 22.8)	thriller	India	1995-01-01	83.0	22.8
Q3221351	The Calcutta Chromosome	Point(83.0 22.8)	science fiction	India	1995-01-01	83.0	22.8
Q20737828	Bloodchild	Point(-98.5795 39.828175)	science fiction	United States	1984-06-01	-98.5795	39.828175
Q617357	Ubik	Point(-98.5795 39.828175)	science fiction	United States	1969-01-01	-98.5795	39.828175
Q617357	Ubik	Point(-98.5795 39.828175)	futuristic fiction	United States	1969-01-01	-98.5795	39.828175
Q379286	Naked Lunch	Point(2.0 47.0)	speculative fiction	France	1959-01-01	2.0	47.0
Q857313	One Flew over the Cuckoo's Nest	Point(-98.5795 39.828175)		United States	1962-01-01	-98.5795	39.828175
Q36097	The Trial	Point(10.0 51.0)	absurdist literature	Germany	1925-01-01	10.0	51.0
Q36097	The Trial	Point(10.0 51.0)	dystopian fiction	Germany	1925-01-01	10.0	51.0
Q36097	The Trial	Point(14.0 48.0)	absurdist literature	Austria	1925-01-01	14.0	48.0
Q36097	The Trial	Point(14.0 48.0)	dystopian fiction	Austria	1925-01-01	14.0	48.0
Q907568	The Scarlet Letter	Point(-98.5795 39.828175)	romantic fiction	United States	1850-01-01	-98.5795	39.828175
Q907568	The Scarlet Letter	Point(-98.5795 39.828175)	historical fiction	United States	1850-01-01	-98.5795	39.828175
Q462373	The Yellow Wallpaper	Point(-98.5795 39.828175)	fiction	United States	1892-01-01	-98.5795	39.828175
Q520306	Superman	Point(-98.5795 39.828175)		United States		-98.5795	39.828175
Q214723	The Gold Rush	Point(-98.5795 39.828175)	comedy film	United States	1925-09-27	-98.5795	39.828175
Q214723	The Gold Rush	Point(-98.5795 39.828175)	romantic comedy	United States	1925-06-26	-98.5795	39.828175
Q214723	The Gold Rush	Point(-98.5795 39.828175)	silent film	United States	1925-09-27	-98.5795	39.828175
Q214723	The Gold Rush	Point(-98.5795 39.828175)	romantic comedy	United States	1925-08-15	-98.5795	39.828175
Q214723	The Gold Rush	Point(-98.5795 39.828175)	romantic comedy	United States	1925-09-19	-98.5795	39.828175
Q214723	The Gold Rush	Point(-98.5795 39.828175)	social comedy film	United States	1925-09-27	-98.5795	39.828175
Q214723	The Gold Rush	Point(-98.5795 39.828175)	romantic comedy	United States	1925-09-27	-98.5795	39.828175
Q214723	The Gold Rush	Point(-98.5795 39.828175)	comedy film	United States	1925-06-26	-98.5795	39.828175
Q214723	The Gold Rush	Point(-98.5795 39.828175)	comedy film	United States	1925-08-15	-98.5795	39.828175
Q214723	The Gold Rush	Point(-98.5795 39.828175)	comedy film	United States	1925-09-19	-98.5795	39.828175
Q214723	The Gold Rush	Point(-98.5795 39.828175)	silent film	United States	1925-06-26	-98.5795	39.828175
Q214723	The Gold Rush	Point(-98.5795 39.828175)	silent film	United States	1925-08-15	-98.5795	39.828175
Q214723	The Gold Rush	Point(-98.5795 39.828175)	silent film	United States	1925-09-19	-98.5795	39.828175
Q214723	The Gold Rush	Point(-98.5795 39.828175)	social comedy film	United States	1925-06-26	-98.5795	39.828175
Q214723	The Gold Rush	Point(-98.5795 39.828175)	social comedy film	United States	1925-08-15	-98.5795	39.828175
Q214723	The Gold Rush	Point(-98.5795 39.828175)	social comedy film	United States	1925-09-19	-98.5795	39.828175
Q2527400	The Facetious Nights of Straparola (Adamantina and the Doll)	Point(12.5 42.5)	group of literary works	Italy		12.5	42.5
Q514565	Bottle Rocket	Point(-98.5795 39.828175)	buddy film	United States	1996-01-01	-98.5795	39.828175
Q514565	Bottle Rocket	Point(-98.5795 39.828175)	comedy film	United States	1996-02-21	-98.5795	39.828175
Q514565	Bottle Rocket	Point(-98.5795 39.828175)	heist film	United States	1996-01-01	-98.5795	39.828175
Q514565	Bottle Rocket	Point(-98.5795 39.828175)	buddy film	United States	1996-02-21	-98.5795	39.828175
Q514565	Bottle Rocket	Point(-98.5795 39.828175)	comedy film	United States	1996-01-01	-98.5795	39.828175
Q514565	Bottle Rocket	Point(-98.5795 39.828175)	heist film	United States	1996-02-21	-98.5795	39.828175
Q2446285	Pippi Longstocking	Point(15.0 61.0)	children's literature	Sweden	1945-11-01	15.0	61.0
Q2446285	Pippi Longstocking	Point(15.0 61.0)	fantasy	Sweden	1945-11-01	15.0	61.0
Q5477055	Fox in Socks	Point(-98.5795 39.828175)		United States	1965-06-19	-98.5795	39.828175
Q5477055	Fox in Socks	Point(-98.5795 39.828175)		United States	1965-01-01	-98.5795	39.828175
Q3766392	Winnie the Pooh	Point(-2.0 54.6)	children's novel	United Kingdom	1926-10-14	-2.0	54.6
Q92640	Alice's Adventures in Wonderland	Point(-2.0 54.6)	children's novel	United Kingdom	1865-01-01	-2.0	54.6
Q92640	Alice's Adventures in Wonderland	Point(-2.0 54.6)	fairy tale	United Kingdom	1865-01-01	-2.0	54.6
Q92640	Alice's Adventures in Wonderland	Point(-2.0 54.6)	literary nonsense	United Kingdom	1865-01-01	-2.0	54.6
Q99179657	Mother Goose's Melody	Point(-0.13333333 51.5)		Kingdom of Great Britain	1772-01-01	-0.13333333	51.5
